Location,Code,GeographicLevel
CAN-AGA,082604019,Bgy
CAMADA,082604020,Bgy
CANJAWAY,082604021,Bgy
CANLARAY,082604022,Bgy
CANYOPAY,082604023,Bgy
DIVINUBO,082604024,Bgy
HEBACONG,082604025,Bgy
HINDANG,082604026,Bgy
LALAWIGAN,082604027,Bgy
LIBUTON,082604028,Bgy
LOCSO-ON,082604029,Bgy
MAYBACONG,082604030,Bgy
MAYPANGDAN,082604031,Bgy
PEPELITAN,082604032,Bgy
PINANAG-AN,082604033,Bgy
PUROK D1 (POB.),082604034,Bgy
PUROK A (POB.),082604035,Bgy
PUROK B (POB.),082604036,Bgy
PUROK C (POB.),082604037,Bgy
PUROK D2 (POB.),082604038,Bgy
PUROK E (POB.),082604039,Bgy
PUROK F (POB.),082604040,Bgy
PUROK G (POB.),082604041,Bgy
PUROK H (POB.),082604042,Bgy
PUNTA MARIA,082604043,Bgy
SABANG NORTH,082604044,Bgy
SABANG SOUTH,082604045,Bgy
SAN ANDRES,082604046,Bgy
SAN GABRIEL,082604047,Bgy
SAN GREGORIO,082604048,Bgy
SAN JOSE,082604049,Bgy
SAN MATEO,082604050,Bgy
SAN PABLO,082604051,Bgy
SAN SATURNINO,082604052,Bgy
SANTA FE,082604053,Bgy
SIHA,082604054,Bgy
SONGCO,082604055,Bgy
SOHUTAN,082604056,Bgy
SURIBAO,082604057,Bgy
SUROK,082604058,Bgy
TABOC,082604059,Bgy
TABUNAN,082604060,Bgy
TAMOSO,082604061,Bgy
CAN-AVID,082605000,Mun
BALAGON,082605001,Bgy
BARUK,082605002,Bgy
BOCO,082605003,Bgy
CAGHALONG,082605004,Bgy
CAMANTANG,082605005,Bgy
CAN-ILAY,082605007,Bgy
CANSANGAYA,082605008,Bgy
CANTEROS,082605009,Bgy
CAROLINA,082605010,Bgy
GUIBUANGAN,082605011,Bgy
JEPACO,082605012,Bgy
MABUHAY,082605013,Bgy
MALOGO,082605014,Bgy
OBONG,082605015,Bgy
PANDOL,082605016,Bgy
BARANGAY 1 POBLACION,082605018,Bgy
BARANGAY 10 POBLACION,082605019,Bgy
BARANGAY 2 POBLACION,082605020,Bgy
BARANGAY 3 POBLACION,082605021,Bgy
BARANGAY 4 POBLACION,082605022,Bgy
BARANGAY 5 POBLACION,082605023,Bgy
BARANGAY 6 POBLACION,082605024,Bgy
BARANGAY 7 POBLACION,082605025,Bgy
BARANGAY 8 POBLACION,082605026,Bgy
BARANGAY 9 POBLACION,082605027,Bgy
SALVACION,082605028,Bgy
SOLONG,082605032,Bgy
RAWIS,082605033,Bgy
DOLORES,082606000,Mun
AROGANGA,082606001,Bgy
MAGONGBONG,082606002,Bgy
BUENAVISTA,082606003,Bgy
CABAGO-AN,082606004,Bgy
CAGLAO-AN,082606005,Bgy
CAGTABON,082606006,Bgy
DAMPIGAN,082606007,Bgy
DAPDAP,082606008,Bgy
DEL PILAR,082606009,Bgy
DENIGPIAN,082606010,Bgy
GAP-ANG,082606011,Bgy
JAPITAN,082606012,Bgy
JICONTOL,082606013,Bgy
HILABAAN,082606014,Bgy
HINOLASO,082606015,Bgy
LIBERTAD,082606016,Bgy
MAGSAYSAY,082606018,Bgy
MALOBAGO,082606019,Bgy
OSMEÑA,082606020,Bgy
BARANGAY 1 (POB.),082606022,Bgy
BARANGAY 10 (POB.),082606023,Bgy
BARANGAY 11 (POB.),082606024,Bgy
BARANGAY 12 (POB.),082606025,Bgy
BARANGAY 13 (POB.),082606026,Bgy
BARANGAY 14 (POB.),082606027,Bgy
BARANGAY 15 (POB.),082606028,Bgy
BARANGAY 2 (POB.),082606029,Bgy
BARANGAY 3 (POB.),082606030,Bgy
BARANGAY 4 (POB.),082606031,Bgy
BARANGAY 5 (POB.),082606032,Bgy
BARANGAY 6 (POB.),082606033,Bgy
BARANGAY 7 (POB.),082606034,Bgy
BARANGAY 8 (POB.),082606035,Bgy
BARANGAY 9 (POB.),082606036,Bgy
RIZAL,082606037,Bgy
SAN ISIDRO (MALABAG),082606038,Bgy
SAN PASCUAL,082606039,Bgy
SAN ROQUE,082606040,Bgy
SAN VICENTE,082606041,Bgy
SANTA CRUZ,082606042,Bgy
SANTO NIÑO,082606043,Bgy
TANAUAN,082606044,Bgy
VILLAHERMOSA,082606046,Bgy
BONGHON,082606047,Bgy
MALAINTOS,082606048,Bgy
TIKLING,082606049,Bgy
GENERAL MACARTHUR,082607000,Mun
ALANG-ALANG,082607001,Bgy
BINALAY,082607002,Bgy
CALUTAN,082607003,Bgy
CAMCUEVAS,082607004,Bgy
DOMROG,082607005,Bgy
LIMBUJAN,082607006,Bgy
MAGSAYSAY,082607007,Bgy
OSMEÑA,082607008,Bgy
PINGAN,082607009,Bgy
POBLACION BARANGAY 1,082607010,Bgy
POBLACION BARANGAY 2,082607011,Bgy
POBLACION BARANGAY 3,082607012,Bgy
POBLACION BARANGAY 4,082607013,Bgy
POBLACION BARANGAY 5,082607014,Bgy
POBLACION BARANGAY 6,082607015,Bgy
POBLACION BARANGAY 7,082607016,Bgy
POBLACION BARANGAY 8,082607017,Bgy
LAUREL,082607018,Bgy
ROXAS,082607019,Bgy
QUIRINO,082607020,Bgy
SAN ISIDRO,082607021,Bgy
SAN ROQUE,082607022,Bgy
SANTA CRUZ (OPONG),082607023,Bgy
SANTA FE,082607024,Bgy
TUGOP,082607025,Bgy
VIGAN,082607026,Bgy
MACAPAGAL,082607027,Bgy
AGUINALDO,082607028,Bgy
QUEZON,082607029,Bgy
TANDANG SORA,082607030,Bgy
GIPORLOS,082608000,Mun
BARANGAY 1 (POB.),082608001,Bgy
BARANGAY 2 (POB.),082608002,Bgy
BARANGAY 3 (POB.),082608003,Bgy
BARANGAY 4 (POB.),082608004,Bgy
BARANGAY 5 (POB.),082608005,Bgy
BARANGAY 6 (POB.),082608006,Bgy
BARANGAY 7 (POB.),082608007,Bgy
BIGA,082608008,Bgy
COTICOT,082608009,Bgy
GIGOSO,082608010,Bgy
HUKNAN,082608011,Bgy
PARINA,082608012,Bgy
PAYA,082608013,Bgy
PRESIDENT ROXAS,082608015,Bgy
SAN MIGUEL,082608017,Bgy
SANTA CRUZ (CANSINGKOL),082608018,Bgy
BARANGAY 8 (POB.),082608019,Bgy
SAN ISIDRO (MALABAG),082608020,Bgy
GUIUAN,082609000,Mun
ALINGAROG,082609001,Bgy
BAGUA,082609002,Bgy
BANAAG,082609003,Bgy
BANAHAO,082609004,Bgy
BARAS,082609005,Bgy
BARBO,082609006,Bgy
BITAUGAN,082609007,Bgy
BUNGTOD,082609008,Bgy
BUCAO,082609009,Bgy
BUENAVISTA,082609010,Bgy
CAGDARA-O,082609011,Bgy
CAGUSU-AN,082609012,Bgy
CAMPARANG,082609013,Bgy
CAMPOYONG,082609014,Bgy
CANTAHAY,082609015,Bgy
CASUGURAN,082609017,Bgy
COGON,082609018,Bgy
CULASI,082609019,Bgy
POBLACION WARD 10,082609020,Bgy
POBLACION WARD 9-A,082609021,Bgy
GAHOY,082609022,Bgy
HABAG,082609024,Bgy
HAMORAWON,082609025,Bgy
INAPULANGAN,082609026,Bgy
POBLACION WARD 4-A,082609027,Bgy
LUPOK (POB.),082609028,Bgy
MAYANA,082609029,Bgy
NGOLOS,082609030,Bgy
PAGBABANGNAN,082609031,Bgy
PAGNAMITAN,082609032,Bgy
POBLACION WARD 1,082609033,Bgy
POBLACION WARD 2,082609034,Bgy
POBLACION WARD 11,082609035,Bgy
POBLACION WARD 12,082609036,Bgy
POBLACION WARD 3,082609037,Bgy
POBLACION WARD 4,082609038,Bgy
POBLACION WARD 5,082609039,Bgy
POBLACION WARD 6,082609040,Bgy
POBLACION WARD 7,082609041,Bgy
POBLACION WARD 8,082609042,Bgy
POBLACION WARD 9,082609043,Bgy
SALUG,082609044,Bgy
SAN ANTONIO,082609045,Bgy
SAN JOSE,082609046,Bgy
SAN PEDRO,082609047,Bgy
SAPAO,082609048,Bgy
SULANGAN,082609050,Bgy
SULUAN,082609051,Bgy
SUROK,082609052,Bgy
TAYTAY,082609054,Bgy
TIMALA,082609055,Bgy
TRINIDAD,082609056,Bgy
VICTORY ISLAND,082609057,Bgy
CANAWAYON,082609058,Bgy
DALARAGAN,082609059,Bgy
HAGNA,082609060,Bgy
HOLLYWOOD,082609061,Bgy
SAN JUAN,082609062,Bgy
SANTO NIÑO,082609063,Bgy
TAGPORO,082609064,Bgy
HERNANI,082610000,Mun
BATANG,082610001,Bgy
CACATMONAN,082610002,Bgy
GARAWON,082610003,Bgy
CANCILEDES,082610004,Bgy
CARMEN,082610005,Bgy
NAGAJA,082610006,Bgy
PADANG,082610007,Bgy
BARANGAY 1 (POB.),082610008,Bgy
BARANGAY 2 (POB.),082610009,Bgy
BARANGAY 3 (POB.),082610010,Bgy
BARANGAY 4 (POB.),082610011,Bgy
SAN ISIDRO,082610012,Bgy
SAN MIGUEL,082610013,Bgy
JIPAPAD,082611000,Mun
AGSAMAN,082611001,Bgy
CAGMANABA,082611007,Bgy
DORILLO,082611009,Bgy
JEWARAN,082611012,Bgy
MABUHAY,082611013,Bgy
MAGSAYSAY,082611014,Bgy
BARANGAY 1 (POB.),082611015,Bgy
BARANGAY 2 (POB.),082611016,Bgy
BARANGAY 3 (POB.),082611017,Bgy
BARANGAY 4 (POB.),082611018,Bgy
RECARE,082611019,Bgy
ROXAS,082611020,Bgy
SAN ROQUE,082611021,Bgy
LAWAAN,082612000,Mun
BETAOG,082612001,Bgy
BOLUSAO,082612002,Bgy
GUINOB-AN,082612004,Bgy
MASLOG,082612005,Bgy
BARANGAY POBLACION 1,082612010,Bgy
BARANGAY POBLACION 2,082612011,Bgy
BARANGAY POBLACION 3,082612012,Bgy
BARANGAY POBLACION 4,082612013,Bgy
BARANGAY POBLACION 5,082612014,Bgy
BARANGAY POBLACION 6,082612015,Bgy
BARANGAY POBLACION 7,082612016,Bgy
BARANGAY POBLACION 8,082612017,Bgy
BARANGAY POBLACION 9,082612018,Bgy
BARANGAY POBLACION 10,082612019,Bgy
SAN ISIDRO,082612020,Bgy
TAGUITE,082612021,Bgy
LLORENTE,082613000,Mun
ANTIPOLO,082613001,Bgy
BABANIKHON,082613002,Bgy
BACAYAWAN,082613003,Bgy
BAROBO,082613004,Bgy
BURAK,082613005,Bgy
CAN-ATO,082613006,Bgy
CANDOROS,082613007,Bgy
CANLIWAG,082613008,Bgy
CANTOMCO,082613010,Bgy
HUGPA,082613011,Bgy
MACA-ANGA,082613012,Bgy
MAGTINO,082613013,Bgy
MINA-ANOD,082613014,Bgy
NAUBAY,082613015,Bgy
PILIW,082613016,Bgy
BARANGAY 1 (POB.),082613017,Bgy
BARANGAY 2 (POB.),082613018,Bgy
BARANGAY 3 (POB.),082613019,Bgy
BARANGAY 4 (POB.),082613020,Bgy
BARANGAY 5 (POB.),082613021,Bgy
BARANGAY 6 (POB.),082613022,Bgy
BARANGAY 7 (POB.),082613023,Bgy
BARANGAY 8 (POB.),082613024,Bgy
BARANGAY 9 (POB.),082613025,Bgy
BARANGAY 10 (POB.),082613026,Bgy
BARANGAY 11 (POB.),082613027,Bgy
BARANGAY 12 (POB.),082613028,Bgy
SAN JOSE,082613029,Bgy
SAN MIGUEL,082613030,Bgy
SAN ROQUE,082613031,Bgy
SO-ONG,082613032,Bgy
TABOK,082613033,Bgy
WASO,082613034,Bgy
MASLOG,082614000,Mun
BULAWAN,082614001,Bgy
CARAYACAY,082614003,Bgy
LIBERTAD,082614005,Bgy
MALOBAGO,082614006,Bgy
MAPUTI,082614007,Bgy
BARANGAY 1 (POB.),082614008,Bgy
BARANGAY 2 (POB.),082614009,Bgy
SAN MIGUEL,082614010,Bgy
SAN ROQUE,082614011,Bgy
TANGBO,082614012,Bgy
TAYTAY,082614013,Bgy
TUGAS,082614014,Bgy
MAYDOLONG,082615000,Mun
CAMADA,082615002,Bgy
CAMPAKERIT (BOTAY),082615003,Bgy
CANLOTERIO,082615004,Bgy
DEL PILAR,082615005,Bgy
GUINDALITAN,082615006,Bgy
LAPGAP,082615007,Bgy
MALOBAGO,082615008,Bgy
MAYBOCOG,082615009,Bgy
MAYTIGBAO,082615010,Bgy
OMAWAS,082615011,Bgy
PATAG,082615012,Bgy
BARANGAY POBLACION 1,082615013,Bgy
BARANGAY POBLACION 2,082615014,Bgy
BARANGAY POBLACION 3,082615015,Bgy
BARANGAY POBLACION 4,082615016,Bgy
BARANGAY POBLACION 5,082615017,Bgy
BARANGAY POBLACION 6,082615018,Bgy
BARANGAY POBLACION 7,082615019,Bgy
SAN GABRIEL,082615020,Bgy
TAGASLIAN,082615021,Bgy
MERCEDES,082616000,Mun
ANURON,082616001,Bgy
BANUYO,082616002,Bgy
BOBON,082616003,Bgy
BUSAY,082616004,Bgy
BUYAYAWON,082616005,Bgy
CABUNGA-AN,082616006,Bgy
CAMBANTE,082616007,Bgy
BARANGAY 1 POBLACION,082616008,Bgy
BARANGAY 2 POBLACION,082616009,Bgy
BARANGAY 3 POBLACION,082616010,Bgy
SAN JOSE,082616011,Bgy
SUNG-AN,082616012,Bgy
PALAMRAG (CABILIRI-AN),082616013,Bgy
BARANGAY 4 POBLACION,082616014,Bgy
PORT KENNEDY,082616015,Bgy
SAN ROQUE,082616016,Bgy
ORAS,082617000,Mun
AGSAM,082617001,Bgy
BAGACAY,082617002,Bgy
BALINGASAG,082617003,Bgy
BALOCAWE (POB.),082617004,Bgy
BANTAYAN,082617005,Bgy
BATANG,082617006,Bgy
BATO,082617007,Bgy
BINALAYAN,082617008,Bgy
BUNTAY,082617009,Bgy
BURAK,082617010,Bgy
BUTNGA (POB.),082617011,Bgy
CADIAN,082617012,Bgy
CAGDINE,082617013,Bgy
CAGPILE,082617014,Bgy
CAGTOOG,082617015,Bgy
CAMANGA (POB.),082617016,Bgy
DALID,082617018,Bgy
DAO,082617019,Bgy
FACTORIA,082617020,Bgy
GAMOT,082617021,Bgy
IWAYAN,082617022,Bgy
JAPAY,082617023,Bgy
KALAW,082617024,Bgy
MABUHAY,082617025,Bgy
MALINGON,082617026,Bgy
MINAP-OS,082617027,Bgy
NADACPAN,082617028,Bgy
NAGA,082617029,Bgy
PANGUDTAN,082617030,Bgy
PAYPAYON (POB.),082617031,Bgy
RIVERSIDE (POB.),082617033,Bgy
RIZAL,082617034,Bgy
SABANG,082617035,Bgy
SAN EDUARDO,082617036,Bgy
SANTA MONICA,082617037,Bgy
SAUGAN,082617038,Bgy
SAURONG,082617039,Bgy
TAWAGAN (POB.),082617041,Bgy
TIGUIB (POB.),082617043,Bgy
TRINIDAD (MAYCOROT),082617044,Bgy
ALANG-ALANG,082617045,Bgy
SAN ROQUE (POB.),082617046,Bgy
QUINAPONDAN,082618000,Mun
ANISLAG,082618001,Bgy
BAGTE,082618002,Bgy
BARANGAY NO. 1 (POB.),082618003,Bgy
BARANGAY NO. 2 (POB.),082618004,Bgy
BARANGAY NO. 3 (POB.),082618005,Bgy
BARANGAY NO. 4 (POB.),082618006,Bgy
BARANGAY NO. 5 (POB.),082618007,Bgy
BUENAVISTA,082618008,Bgy
CACULANGAN,082618009,Bgy
CAGDAJA,082618010,Bgy
CAMBILLA,082618011,Bgy
CANTENIO,082618012,Bgy
NAGA,082618014,Bgy
PACO,082618015,Bgy
RIZAL (PANA-UGAN),082618016,Bgy
SAN PEDRO,082618017,Bgy
SAN VICENTE,082618018,Bgy
SANTA CRUZ (LORO DIYO),082618019,Bgy
SANTA MARGARITA,082618020,Bgy
SANTO NIÑO,082618021,Bgy
PALACTAD (VALLEY),082618022,Bgy
ALANG-ALANG,082618023,Bgy
BARANGAY NO. 6 (POB.),082618024,Bgy
BARANGAY NO. 7 (POB.),082618025,Bgy
SAN ISIDRO,082618026,Bgy
SALCEDO,082619000,Mun
ABEJAO,082619001,Bgy
ALOG,082619002,Bgy
ASGAD,082619003,Bgy
BAGTONG,082619004,Bgy
BALUD,082619005,Bgy
BARANGAY 1 (POB.),082619006,Bgy
BARANGAY 13 (POB.),082619007,Bgy
BARANGAY 2 (POB.),082619008,Bgy
BARANGAY 3 (POB.),082619009,Bgy
BARANGAY 4 (POB.),082619010,Bgy
BARANGAY 5 (POB.),082619011,Bgy
BARANGAY 6 (POB.),082619012,Bgy
BARANGAY 7 (POB.),082619013,Bgy
BARANGAY 8 (POB.),082619014,Bgy
BARANGAY 9 (POB.),082619015,Bgy
BARANGAY 10 (POB.),082619016,Bgy
BARANGAY 11 (POB.),082619017,Bgy
BARANGAY 12 (POB.),082619018,Bgy
BUABUA,082619020,Bgy
BURAK,082619021,Bgy
BUTIG,082619022,Bgy
CAGAUT,082619023,Bgy
CAMANGA,082619024,Bgy
CANTOMOJA,082619025,Bgy
CARAPDAPAN,082619026,Bgy
CARIDAD,082619027,Bgy
CASILI-ON,082619028,Bgy
IBERAN,082619029,Bgy
JAGNAYA,082619030,Bgy
LUSOD,082619031,Bgy
MALBOG,082619032,Bgy
MALIWALIW,082619033,Bgy
MATARINAO,082619035,Bgy
NAPARAAN,082619037,Bgy
SEGUINON,082619041,Bgy
SAN ROQUE (BUGAY),082619046,Bgy
SANTA CRUZ,082619047,Bgy
TACLA-ON,082619049,Bgy
TAGBACAN,082619050,Bgy
PALANAS,082619051,Bgy
TALANGDAWAN,082619052,Bgy
SAN JULIAN,082620000,Mun
BUNACAN,082620001,Bgy
CAMPIDHAN,082620002,Bgy
CASOROY,082620003,Bgy
LIBAS,082620004,Bgy
NENA (LUNA),082620005,Bgy
PAGBABANGNAN,082620006,Bgy
BARANGAY NO. 1 POBLACION,082620007,Bgy
BARANGAY NO. 2 POBLACION,082620008,Bgy
BARANGAY NO. 3 POBLACION,082620009,Bgy
BARANGAY NO. 4 POBLACION,082620010,Bgy
BARANGAY NO. 5 POBLACION,082620011,Bgy
BARANGAY NO. 6 POBLACION,082620012,Bgy
PUTONG,082620013,Bgy
SAN ISIDRO,082620015,Bgy
SAN MIGUEL,082620016,Bgy
LUNANG,082620020,Bgy
SAN POLICARPO,082621000,Mun
ALUGAN,082621001,Bgy
BAHAY,082621002,Bgy
BANGON,082621003,Bgy
BARAS (LIPATA),082621004,Bgy
BINOGAWAN,082621005,Bgy
CAJAGWAYAN,082621006,Bgy
JAPUNAN,082621007,Bgy
NATIVIDAD,082621008,Bgy
PANGPANG,082621009,Bgy
BARANGAY NO. 1 (POB.),082621010,Bgy
BARANGAY NO. 2 (POB.),082621011,Bgy
BARANGAY NO. 3 (POB.),082621012,Bgy
BARANGAY NO. 4 (POB.),082621013,Bgy
BARANGAY NO. 5 (POB.),082621014,Bgy
SANTA CRUZ,082621015,Bgy
TABO,082621016,Bgy
TAN-AWAN,082621017,Bgy
SULAT,082622000,Mun
A-ET,082622001,Bgy
BAYBAY (POB.),082622002,Bgy
KANDALAKIT,082622003,Bgy
DEL REMEDIO,082622004,Bgy
LOYOLA HEIGHTS (POB.),082622005,Bgy
MABINI,082622006,Bgy
MAGLIPAY (POB.),082622007,Bgy
MARAMARA (POB.),082622008,Bgy
RIVERSIDE (POB.),082622009,Bgy
SAN FRANCISCO,082622010,Bgy
SAN ISIDRO,082622011,Bgy
SAN JUAN,082622012,Bgy
SAN MATEO,082622013,Bgy
SAN VICENTE,082622014,Bgy
SANTO NIÑO,082622015,Bgy
SANTO TOMAS,082622016,Bgy
TABI (POB.),082622017,Bgy
ABUCAY (POB.),082622018,Bgy
TAFT,082623000,Mun
BATIAWAN,082623001,Bgy
BETO,082623002,Bgy
BINALOAN,082623003,Bgy
BONGDO,082623004,Bgy
DACUL,082623006,Bgy
DANAO,082623007,Bgy
DEL REMEDIOS,082623008,Bgy
GAYAM,082623009,Bgy
LOMATUD (BURAK),082623010,Bgy
MABUHAY,082623011,Bgy
MALINAO,082623012,Bgy
MANTANG,082623013,Bgy
NATO,082623014,Bgy
PANGABUTAN,082623015,Bgy
POBLACION BARANGAY 1,082623016,Bgy
POBLACION BARANGAY 2,082623017,Bgy
POBLACION BARANGAY 3,082623018,Bgy
POBLACION BARANGAY 4,082623019,Bgy
POBLACION BARANGAY 5,082623020,Bgy
POBLACION BARANGAY 6,082623021,Bgy
POLANGI,082623022,Bgy
SAN LUIS,082623023,Bgy
SAN PABLO,082623024,Bgy
SAN RAFAEL,082623025,Bgy
LEYTE,083700000,Prov
ABUYOG,083701000,Mun
ALANGILAN,083701001,Bgy
ANIBONGAN,083701002,Bgy
BUAYA,083701003,Bgy
BAGACAY,083701004,Bgy
BAHAY,083701005,Bgy
BALINSASAYAO,083701006,Bgy
BALOCAWE,083701007,Bgy
BALOCAWEHAY,083701008,Bgy
BARAYONG,083701009,Bgy
BAYABAS,083701010,Bgy
BITO (POB.),083701011,Bgy
BUENAVISTA,083701012,Bgy
BULAK,083701013,Bgy
BUNGA,083701014,Bgy
BUNTAY (POB.),083701015,Bgy
BURUBUD-AN,083701016,Bgy
CAGBOLO,083701017,Bgy
CAN-UGUIB (POB.),083701018,Bgy
CAN-APORONG,083701019,Bgy
CANMARATING,083701020,Bgy
CAPILIAN,083701021,Bgy
CADAC-AN,083701022,Bgy
COMBIS,083701023,Bgy
DINGLE,083701024,Bgy
GUINTAGBUCAN (POB.),083701025,Bgy
HAMPIPILA,083701026,Bgy
KATIPUNAN,083701027,Bgy
KIKILO,083701028,Bgy
LARAY,083701029,Bgy
LAWA-AN,083701030,Bgy
LIBERTAD,083701031,Bgy
LOYONSAWANG (POB.),083701032,Bgy
MAHAGNA (NEW CAGBOLO),083701033,Bgy
MAG-ATUBANG,083701034,Bgy
MAHAYAHAY,083701035,Bgy
MAITUM,083701036,Bgy
MALAGUICAY,083701037,Bgy
MATAGNAO,083701038,Bgy
NALIBUNAN (POB.),083701039,Bgy
NEBGA,083701040,Bgy
ODIONGAN,083701041,Bgy
PAGSANG-AN,083701042,Bgy
PAGUITE,083701043,Bgy
PARASANON,083701044,Bgy
PICAS SUR,083701045,Bgy
PILAR,083701046,Bgy
PINAMANAGAN,083701047,Bgy
SALVACION,083701048,Bgy
SAN FRANCISCO,083701049,Bgy
SAN ISIDRO,083701050,Bgy
SAN ROQUE,083701051,Bgy
SANTA FE (POB.),083701052,Bgy
SANTA LUCIA (POB.),083701053,Bgy
SANTO NIÑO (POB.),083701054,Bgy
TABIGUE,083701055,Bgy
TADOC,083701056,Bgy
NEW TALIGUE,083701057,Bgy
OLD TALIGUE,083701058,Bgy
TIB-O,083701059,Bgy
TINALIAN,083701060,Bgy
TINOCOLAN,083701061,Bgy
TUY-A,083701062,Bgy
VICTORY (POB.),083701063,Bgy
ALANGALANG,083702000,Mun
ASLUM,083702001,Bgy
ASTORGA (BURABOD),083702002,Bgy
BATO,083702004,Bgy
BINONGTO-AN,083702005,Bgy
BINOTONG,083702006,Bgy
BOBONON,083702007,Bgy
BORSETH,083702008,Bgy
BUENAVISTA,083702009,Bgy
BUGHO,083702010,Bgy
BURI,083702011,Bgy
CABADSAN,083702012,Bgy
CALAASAN,083702013,Bgy
CAMBAHANON,083702014,Bgy
CAMBOLAO,083702015,Bgy
CANVERTUDES,083702016,Bgy
CAPIZ,083702017,Bgy
CAVITE,083702018,Bgy
COGON,083702019,Bgy
DAPDAP,083702020,Bgy
DIVISORIA,083702021,Bgy
EKIRAN,083702022,Bgy
HINAPOLAN,083702023,Bgy
HUBANG,083702024,Bgy
HUPIT,083702025,Bgy
LANGIT,083702026,Bgy
LINGAYON,083702027,Bgy
LOURDES,083702028,Bgy
LUKAY,083702029,Bgy
MAGSAYSAY,083702030,Bgy
MUDBORON,083702031,Bgy
P. BARRANTES,083702032,Bgy
PEÑALOSA,083702033,Bgy
PEPITA,083702034,Bgy
SALVACION POBLACION,083702035,Bgy
SAN ANTONIO,083702036,Bgy
SAN DIEGO,083702037,Bgy
SAN FRANCISCO EAST,083702038,Bgy
SAN FRANCISCO WEST,083702039,Bgy
SAN ISIDRO,083702040,Bgy
SAN PEDRO,083702041,Bgy
SAN VICENTE,083702042,Bgy
SANTIAGO,083702043,Bgy
SANTO NIÑO (POB.),083702044,Bgy
SANTOL,083702045,Bgy
TABANGOHAY,083702046,Bgy
TOMBO,083702047,Bgy
VETERANOS,083702048,Bgy
BLUMENTRITT (POB.),083702049,Bgy
HOLY CHILD I (POB.),083702050,Bgy
HOLY CHILD II (POB.),083702051,Bgy
MILAGROSA (POB.),083702052,Bgy
SAN ANTONIO POB. (PATONG NORTE),083702053,Bgy
SAN ROQUE (POB.),083702054,Bgy
SALVACION,083702055,Bgy
ALBUERA,083703000,Mun
ANTIPOLO,083703001,Bgy
BALUGO,083703002,Bgy
BENOLHO,083703003,Bgy
CAMBALADING,083703004,Bgy
DAMULA-AN,083703005,Bgy
DOÑA MARIA (KANGKUIRINA),083703006,Bgy
MAHAYAG,083703008,Bgy
MAHAYAHAY,083703009,Bgy
POBLACION,083703010,Bgy
SALVACION,083703011,Bgy
SAN PEDRO,083703012,Bgy
SEGUINON,083703013,Bgy
SHERWOOD,083703014,Bgy
TABGAS,083703015,Bgy
TALISAYAN,083703016,Bgy
TINAG-AN,083703017,Bgy
BABATNGON,083705000,Mun
BIASONG,083705002,Bgy
GOV. E. JARO (BAGAHUPI),083705003,Bgy
MALIBAGO,083705004,Bgy
MAGCASUANG,083705005,Bgy
PLANZA,083705006,Bgy
POBLACION DISTRICT I,083705007,Bgy
POBLACION DISTRICT II,083705008,Bgy
POBLACION DISTRICT III,083705009,Bgy
POBLACION DISTRICT IV,083705010,Bgy
RIZAL I,083705011,Bgy
SAN RICARDO,083705012,Bgy
SANGPUTAN,083705013,Bgy
PAGSULHUGON,083705014,Bgy
TAGUITE,083705015,Bgy
UBAN,083705016,Bgy
VICTORY,083705017,Bgy
VILLA MAGSAYSAY,083705018,Bgy
BACONG,083705019,Bgy
BAGONG SILANG,083705020,Bgy
LUKAY,083705021,Bgy
RIZAL II,083705022,Bgy
SAN AGUSTIN,083705023,Bgy
GUINTIGUI-AN,083705024,Bgy
NAGA-ASAN,083705025,Bgy
SAN ISIDRO,083705026,Bgy
BARUGO,083706000,Mun
ABANGO,083706001,Bgy
AMAHIT,083706002,Bgy
BALIRE,083706004,Bgy
BALUD,083706005,Bgy
BUKID,083706006,Bgy
BULOD,083706007,Bgy
BUSAY,083706008,Bgy
CABOLO-AN,083706009,Bgy
CALINGCAGUING,083706010,Bgy
CAN-ISAK,083706011,Bgy
CANOMANTAG,083706012,Bgy
DUKA,083706013,Bgy
GUINDAOHAN,083706014,Bgy
HIAGSAM,083706015,Bgy
HILABA,083706016,Bgy
HINUGAYAN,083706017,Bgy
IBAG,083706018,Bgy
MINUHANG,083706019,Bgy
MINUSWANG,083706020,Bgy
PIKAS,083706021,Bgy
PITOGO,083706022,Bgy
POBLACION DIST. I,083706023,Bgy
POBLACION DIST. II,083706024,Bgy
POBLACION DIST. III,083706025,Bgy
POBLACION DIST. IV,083706026,Bgy
POBLACION DIST. V,083706027,Bgy
POBLACION DIST. VI (NEW ROAD),083706028,Bgy
PONGSO,083706029,Bgy
ROOSEVELT,083706031,Bgy
SAN ISIDRO,083706032,Bgy
SANTA ROSA,083706033,Bgy
SANTARIN,083706034,Bgy
TUTUG-AN,083706035,Bgy
CABARASAN,083706036,Bgy
CUTA,083706037,Bgy
DOMOGDOG,083706038,Bgy
SAN ROQUE,083706039,Bgy
BATO,083707000,Mun
ALEGRIA,083707001,Bgy
ALEJOS,083707002,Bgy
AMAGOS,083707003,Bgy
ANAHAWAN,083707004,Bgy
BAGO,083707005,Bgy
BAGONG BAYAN DISTRICT (POB.),083707006,Bgy
BULI,083707008,Bgy
CEBUANA,083707009,Bgy
DAAN LUNGSOD,083707010,Bgy
DAWAHON,083707011,Bgy
HIMAMAA,083707012,Bgy
DOLHO,083707013,Bgy
DOMAGOCDOC,083707014,Bgy
GUERRERO DISTRICT (POB.),083707015,Bgy
